page,section,qnumb,question,isbn
282,8.C,16,Suppose $V$ is an inner product space and $T \in \mathcal{L}(V)$. Suppose \[ a_{0}+a_{1} z+a_{2} z^{2}+\cdots+a_{m-1} z^{m-1}+z^{m} \] is the minimal polynomial of $T$. Prove that \[ \overline{a_{0}}+\overline{a_{1}} z+\overline{a_{2}} z^{2}+\cdots+\overline{a_{m-1}} z^{m-1}+z^{m} \] is the minimal polynomial of $T^{*}$.,978-3-319-11079-0
282,8.C,17,Suppose $\mathbf{F}=\mathbf{C}$ and $T \in \mathcal{L}(V)$. Suppose the minimal polynomial of $T$ has degree $\operatorname{dim} V$. Prove that the characteristic polynomial of $T$ equals the minimal polynomial of $T$.,978-3-319-11079-0
282,8.C,18,"Suppose $a_{0}, \ldots, a_{n-1} \in \mathbf{C}$. Find the minimal and characteristic polynomials of the operator on $\mathbf{C}^{n}$ whose matrix (with respect to the standard basis) is \[ \left(\begin{array}{ccccc} 0 & & & & -a_{0} \\ 1 & 0 & & & -a_{1} \\ & 1 & \ddots & & -a_{2} \\ & & \ddots & & \vdots \\ & & & 0 & -a_{n-2} \\ & & & 1 & -a_{n-1} \end{array}\right) . \] [The exercise above shows that every monic polynomial is the characteristic polynomial of some operator.]",978-3-319-11079-0
282,8.C,19,"Suppose $V$ is a complex vector space and $T \in \mathcal{L}(V)$. Suppose that with respect to some basis of $V$ the matrix of $T$ is upper triangular, with $\lambda_{1}, \ldots, \lambda_{n}$ on the diagonal of this matrix. Prove that the characteristic polynomial of $T$ is $\left(z-\lambda_{1}\right) \cdots\left(z-\lambda_{n}\right)$.",978-3-319-11079-0
282,8.C,20,"Suppose $V$ is a complex vector space and $V_{1}, \ldots, V_{m}$ are nonzero subspaces of $V$ such that $V=V_{1} \oplus \cdots \oplus V_{m}$. Suppose $T \in \mathcal{L}(V)$ and each $V_{j}$ is invariant under $T$. For each $j$, let $p_{j}$ denote the characteristic polynomial of $\left.T\right|_{V_{j}}$. Prove that the characteristic polynomial of $T$ equals $p_{1} \cdots p_{m}$",978-3-319-11079-0
289,8.D,1,Find the characteristic polynomial and the minimal polynomial of the operator $N$ in Example 8.53.,978-3-319-11079-0
289,8.D,2,Find the characteristic polynomial and the minimal polynomial of the operator $N$ in Example 8.54.,978-3-319-11079-0
289,8.D,3,"Suppose $N \in \mathcal{L}(V)$ is nilpotent. Prove that the minimal polynomial of $N$ is $z^{m+1}$, where $m$ is the length of the longest consecutive string of $1$ 's that appears on the line directly above the diagonal in the matrix of $N$ with respect to any Jordan basis for $N$.",978-3-319-11079-0
289,8.D,4,"Suppose $T \in \mathcal{L}(V)$ and $v_{1}, \ldots, v_{n}$ is a basis of $V$ that is a Jordan basis for $T$. Describe the matrix of $T$ with respect to the basis $v_{n}, \ldots, v_{1}$ obtained by reversing the order of the $v$ 's.",978-3-319-11079-0
289,8.D,5,"Suppose $T \in \mathcal{L}(V)$ and $v_{1}, \ldots, v_{n}$ is a basis of $V$ that is a Jordan basis for $T$. Describe the matrix of $T^{2}$ with respect to this basis.",978-3-319-11079-0
289,8.D,6,"Suppose $N \in \mathcal{L}(V)$ is nilpotent and $v_{1}, \ldots, v_{n}$ and $m_{1}, \ldots, m_{n}$ are as in 8.55. Prove that $N^{m_{1}} v_{1}, \ldots, N^{m_{n}} v_{n}$ is a basis of null $N$. [The exercise above implies that $n$, which equals dim null $N$, depends only on $N$ and not on the specific Jordan basis chosen for $N$.] $7 \quad$ Suppose $p, q \in \mathcal{P}(\mathbf{C})$ are monic polynomials with the same zeros and $q$ is a polynomial multiple of $p$. Prove that there exists $T \in \mathcal{L}\left(C^{\operatorname{deg} q}\right)$ such that the characteristic polynomial of $T$ is $q$ and the minimal polynomial of $T$ is $p$.",978-3-319-11079-0
289,8.D,8,Suppose $V$ is a complex vector space and $T \in \mathcal{L}(V)$. Prove that there does not exist a direct sum decomposition of $V$ into two proper subspaces invariant under $T$ if and only if the minimal polynomial of $T$ is of the form $(z-\lambda)^{\operatorname{dim} V}$ for some $\lambda \in \mathbf{C}$.,978-3-319-11079-0
300,9.A,1,Prove 9.3.,978-3-319-11079-0
300,9.A,2,"Verify that if $V$ is a real vector space and $T \in \mathcal{L}(V)$, then $T_{\mathbf{C}} \in \mathcal{L}\left(V_{\mathbf{C}}\right)$.",978-3-319-11079-0
300,9.A,3,"Suppose $V$ is a real vector space and $v_{1}, \ldots, v_{m} \in V$. Prove that $v_{1}, \ldots, v_{m}$ is linearly independent in $V_{\mathbf{C}}$ if and only if $v_{1}, \ldots, v_{m}$ is linearly independent in $V$.",978-3-319-11079-0
300,9.A,4,"Suppose $V$ is a real vector space and $v_{1}, \ldots, v_{m} \in V$. Prove that $v_{1}, \ldots, v_{m}$ spans $V_{\mathbf{C}}$ if and only if $v_{1}, \ldots, v_{m}$ spans $V$.",978-3-319-11079-0
300,9.A,5,"Suppose that $V$ is a real vector space and $S, T \in \mathcal{L}(V)$. Show that $(S+T)_{\mathbf{C}}=S_{\mathbf{C}}+T_{\mathbf{C}}$ and that $(\lambda T)_{\mathbf{C}}=\lambda T_{\mathbf{C}}$ for every $\lambda \in \mathbf{R}$.",978-3-319-11079-0
300,9.A,6,Suppose $V$ is a real vector space and $T \in \mathcal{L}(V)$. Prove that $T_{\mathbf{C}}$ is invertible if and only if $T$ is invertible.,978-3-319-11079-0
300,9.A,7,Suppose $V$ is a real vector space and $N \in \mathcal{L}(V)$. Prove that $N_{\mathbf{C}}$ is nilpotent if and only if $N$ is nilpotent.,978-3-319-11079-0
300,9.A,8,"Suppose $T \in \mathcal{L}\left(\mathbf{R}^{3}\right)$ and $5,7$ are eigenvalues of $T$. Prove that $T_{\mathbf{C}}$ has no nonreal eigenvalues.",978-3-319-11079-0
300,9.A,9,Prove there does not exist an operator $T \in \mathcal{L}\left(\mathbf{R}^{7}\right)$ such that $T^{2}+T+I$ is nilpotent.,978-3-319-11079-0
300,9.A,10,Give an example of an operator $T \in \mathcal{L}\left(\mathbf{C}^{7}\right)$ such that $T^{2}+T+I$ is nilpotent.,978-3-319-11079-0
300,9.A,286,CHAPTER $9$ Operators on Real Vector Spaces,978-3-319-11079-0
300,9.A,11,"Suppose $V$ is a real vector space and $T \in \mathcal{L}(V)$. Suppose there exist $b, c \in \mathbf{R}$ such that $T^{2}+b T+c I=0$. Prove that $T$ has an eigenvalue if and only if $b^{2} \geq 4 c$.",978-3-319-11079-0
300,9.A,12,"Suppose $V$ is a real vector space and $T \in \mathcal{L}(V)$. Suppose there exist $b, c \in \mathbf{R}$ such that $b^{2}<4 c$ and $T^{2}+b T+c I$ is nilpotent. Prove that $T$ has no eigenvalues.",978-3-319-11079-0
300,9.A,13,"Suppose $V$ is a real vector space, $T \in \mathcal{L}(V)$, and $b, c \in \mathbf{R}$ are such that $b^{2}<4 c$. Prove that null $\left(T^{2}+b T+c I\right)^{j}$ has even dimension for every positive integer $j$.",978-3-319-11079-0
300,9.A,14,Suppose $V$ is a real vector space with $\operatorname{dim} V=8$. Suppose $T \in \mathcal{L}(V)$ is such that $T^{2}+T+I$ is nilpotent. Prove that $\left(T^{2}+T+I\right)^{4}=0$.,978-3-319-11079-0
300,9.A,15,Suppose $V$ is a real vector space and $T \in \mathcal{L}(V)$ has no eigenvalues. Prove that every subspace of $V$ invariant under $T$ has even dimension.,978-3-319-11079-0
300,9.A,16,Suppose $V$ is a real vector space. Prove that there exists $T \in \mathcal{L}(V)$ such that $T^{2}=-I$ if and only if $V$ has even dimension.,978-3-319-11079-0
300,9.A,17,"Suppose $V$ is a real vector space and $T \in \mathcal{L}(V)$ satisfies $T^{2}=-I$. Define complex scalar multiplication on $V$ as follows: if $a, b \in \mathbf{R}$, then \[ (a+b i) v=a v+b T v \] (a) Show that the complex scalar multiplication on $V$ defined above and the addition on $V$ makes $V$ into a complex vector space. (b) Show that the dimension of $V$ as a complex vector space is half the dimension of $V$ as a real vector space.",978-3-319-11079-0
300,9.A,18,Suppose $V$ is a real vector space and $T \in \mathcal{L}(V)$. Prove that the following are equivalent: (a) All the eigenvalues of $T_{\mathbf{C}}$ are real. (b) There exists a basis of $V$ with respect to which $T$ has an uppertriangular matrix. (c) There exists a basis of $V$ consisting of generalized eigenvectors of $T$.,978-3-319-11079-0
300,9.A,19,Suppose $V$ is a real vector space with $\operatorname{dim} V=n$ and $T \in \mathcal{L}(V)$ is such that null $T^{n-2} \neq \operatorname{null} T^{n-1}$. Prove that $T$ has at most two distinct eigenvalues and that $T_{\mathbf{C}}$ has no nonreal eigenvalues.,978-3-319-11079-0
309,9.B,1,Suppose $S \in \mathcal{L}\left(\mathbf{R}^{3}\right)$ is an isometry. Prove that there exists a nonzero vector $x \in \mathbf{R}^{3}$ such that $S^{2} x=x$.,978-3-319-11079-0
309,9.B,2,Prove that every isometry on an odd-dimensional real inner product space has $1$ or $-1$ as an eigenvalue.,978-3-319-11079-0
309,9.B,3,"Suppose $V$ is a real inner product space. Show that \[ \langle u+i v, x+i y\rangle=\langle u, x\rangle+\langle v, y\rangle+(\langle v, x\rangle-\langle u, y\rangle) i \] for $u, v, x, y \in V$ defines a complex inner product on $V_{\mathbf{C}}$.",978-3-319-11079-0
309,9.B,4,Suppose $V$ is a real inner product space and $T \in \mathcal{L}(V)$ is self-adjoint. Show that $T_{\mathbf{C}}$ is a self-adjoint operator on the inner product space $V_{\mathbf{C}}$ defined by the previous exercise.,978-3-319-11079-0
309,9.B,5,Use the previous exercise to give a proof of the Real Spectral Theorem (7.29) via complexification and the Complex Spectral Theorem (7.24).,978-3-319-11079-0
309,9.B,6,"Give an example of an operator $T$ on an inner product space such that $T$ has an invariant subspace whose orthogonal complement is not invariant under $T$. [The exercise above shows that $9.30$ can fail without the hypothesis that $T$ is normal.] $7 \quad$ Suppose $T \in \mathcal{L}(V)$ and $T$ has a block diagonal matrix \[ \left(\begin{array}{ccc} A_{1} & & 0 \\ & \ddots & \\ 0 & & A_{m} \end{array}\right) \] with respect to some basis of $V$. For $j=1, \ldots, m$, let $T_{j}$ be the operator on $V$ whose matrix with respect to the same basis is a block diagonal matrix with blocks the same size as in the matrix above, with $A_{j}$ in the $j^{\text {th }}$ block, and with all the other blocks on the diagonal equal to identity matrices (of the appropriate size). Prove that $T=T_{1} \cdots T_{m}$.",978-3-319-11079-0
309,9.B,8,Suppose $D$ is the differentiation operator on the vector space $V$ in Exercise $21$ in Section 7.A. Find an orthonormal basis of $V$ such that the matrix of the normal operator $D$ has the form promised by $9.34$.,978-3-319-11079-0
319,10.A,1,"Suppose $T \in \mathcal{L}(V)$ and $v_{1}, \ldots, v_{n}$ is a basis of $V$. Prove that the matrix $\mathcal{M}\left(T,\left(v_{1}, \ldots, v_{n}\right)\right)$ is invertible if and only if $T$ is invertible.",978-3-319-11079-0
319,10.A,2,Suppose $A$ and $B$ are square matrices of the same size and $A B=I$. Prove that $B A=I$.,978-3-319-11079-0
319,10.A,3,Suppose $T \in \mathcal{L}(V)$ has the same matrix with respect to every basis of $V$. Prove that $T$ is a scalar multiple of the identity operator.,978-3-319-11079-0
319,10.A,4,"Suppose $u_{1}, \ldots, u_{n}$ and $v_{1}, \ldots, v_{n}$ are bases of $V$. Let $T \in \mathcal{L}(V)$ be the operator such that $T v_{k}=u_{k}$ for $k=1, \ldots, n$. Prove that \[ \mathcal{M}\left(T,\left(v_{1}, \ldots, v_{n}\right)\right)=\mathcal{M}\left(I,\left(u_{1}, \ldots, u_{n}\right),\left(v_{1}, \ldots, v_{n}\right)\right) . \]",978-3-319-11079-0
319,10.A,5,Suppose $B$ is a square matrix with complex entries. Prove that there exists an invertible square matrix $A$ with complex entries such that $A^{-1} B A$ is an upper-triangular matrix.,978-3-319-11079-0
319,10.A,6,Give an example of a real vector space $V$ and $T \in \mathcal{L}(V)$ such that $\operatorname{trace}\left(T^{2}\right)<0$.,978-3-319-11079-0
319,10.A,7,"Suppose $V$ is a real vector space, $T \in \mathcal{L}(V)$, and $V$ has a basis consisting of eigenvectors of $T$. Prove that $\operatorname{trace}\left(T^{2}\right) \geq 0$. SECTION 10.A Trace",978-3-319-11079-0
319,10.A,305,,978-3-319-11079-0
319,10.A,8,"Suppose $V$ is an inner product space and $v, w \in V$. Define $T \in \mathcal{L}(V)$ by $T u=\langle u, v\rangle w$. Find a formula for trace $T$.",978-3-319-11079-0
319,10.A,9,Suppose $P \in \mathcal{L}(V)$ satisfies $P^{2}=P$. Prove that \[ \text { trace } P=\text { dim range } P \text {. } \],978-3-319-11079-0
319,10.A,10,Suppose $V$ is an inner product space and $T \in \mathcal{L}(V)$. Prove that \[ \operatorname{trace} T^{*}=\overline{\operatorname{trace} T} \text {. } \],978-3-319-11079-0
319,10.A,11,Suppose $V$ is an inner product space. Suppose $T \in \mathcal{L}(V)$ is a positive operator and trace $T=0$. Prove that $T=0$.,978-3-319-11079-0
319,10.A,12,"Suppose $V$ is an inner product space and $P, Q \in \mathcal{L}(V)$ are orthogonal projections. Prove that $\operatorname{trace}(P Q) \geq 0$.",978-3-319-11079-0
319,10.A,13,"Suppose $T \in \mathcal{L}\left(\mathbf{C}^{3}\right)$ is the operator whose matrix is \[ \left(\begin{array}{ccc} 51 & -12 & -21 \\ 60 & -40 & -28 \\ 57 & -68 & 1 \end{array}\right) \]  Someone tells you (accurately) that $-48$ and $24$ are eigenvalues of $T$. Without using a computer or writing anything down, find the third eigenvalue of $T$.",978-3-319-11079-0
319,10.A,14,Suppose $T \in \mathcal{L}(V)$ and $c \in \mathbf{F}$. Prove that $\operatorname{trace}(c T)=c$ trace $T$.,978-3-319-11079-0
319,10.A,15,"Suppose $S, T \in \mathcal{L}(V)$. Prove that $\operatorname{trace}(S T)=\operatorname{trace}(T S)$.",978-3-319-11079-0
319,10.A,16,"Prove or give a counterexample: if $S, T \in \mathcal{L}(V)$, then $\operatorname{trace}(S T)=$ $($ trace $S)(\operatorname{trace} T)$.",978-3-319-11079-0
319,10.A,17,Suppose $T \in \mathcal{L}(V)$ is such that $\operatorname{trace}(S T)=0$ for all $S \in \mathcal{L}(V)$. Prove that $T=0$.,978-3-319-11079-0
319,10.A,18,"Suppose $V$ is an inner product space with orthonormal basis $e_{1}, \ldots, e_{n}$ and $T \in \mathcal{L}(V)$. Prove that \[ \operatorname{trace}\left(T^{*} T\right)=\left\|T e_{1}\right\|^{2}+\cdots+\left\|T e_{n}\right\|^{2} . \]  Conclude that the right side of the equation above is independent of which orthonormal basis $e_{1}, \ldots, e_{n}$ is chosen for $V$.",978-3-319-11079-0
319,10.A,306,CHAPTER $10$ Trace and Determinant,978-3-319-11079-0
319,10.A,19,"Suppose $V$ is an inner product space. Prove that \[ \langle S, T\rangle=\operatorname{trace}\left(S T^{*}\right) \] defines an inner product on $\mathcal{L}(V)$.",978-3-319-11079-0
319,10.A,20,"Suppose $V$ is a complex inner product space and $T \in \mathcal{L}(V)$. Let $\lambda_{1}, \ldots, \lambda_{n}$ be the eigenvalues of $T$, repeated according to multiplicity. Suppose \[ \left(\begin{array}{ccc} A_{1,1} & \ldots & A_{1, n} \\ \vdots & & \vdots \\ A_{n, 1} & \ldots & A_{n, n} \end{array}\right) \] is the matrix of $T$ with respect to some orthonormal basis of $V$. Prove that \[ \left|\lambda_{1}\right|^{2}+\cdots+\left|\lambda_{n}\right|^{2} \leq \sum_{k=1}^{n} \sum_{j=1}^{n}\left|A_{j, k}\right|^{2} . \]",978-3-319-11079-0
319,10.A,21,"Suppose $V$ is an inner product space. Suppose $T \in \mathcal{L}(V)$ and \[ \left\|T^{*} v\right\| \leq\|T v\| \] for every $v \in V$. Prove that $T$ is normal. [The exercise above fails on infinite-dimensional inner product spaces, leading to what are called hyponormal operators, which have a welldeveloped theory.]",978-3-319-11079-0
345,10.B,1,Suppose $V$ is a real vector space. Suppose $T \in \mathcal{L}(V)$ has no eigenvalues. Prove that $\operatorname{det} T>0$.,978-3-319-11079-0
345,10.B,2,Suppose $V$ is a real vector space with even dimension and $T \in \mathcal{L}(V)$. Suppose det $T<0$. Prove that $T$ has at least two distinct eigenvalues.,978-3-319-11079-0
345,10.B,3,"Suppose $T \in \mathcal{L}(V)$ and $n=\operatorname{dim} V>2$. Let $\lambda_{1}, \ldots, \lambda_{n}$ denote the eigenvalues of $T$ (or of $T_{\mathbf{C}}$ if $V$ is a real vector space), repeated according to multiplicity. (a) Find a formula for the coefficient of $z^{n-2}$ in the characteristic polynomial of $T$ in terms of $\lambda_{1}, \ldots, \lambda_{n}$. (b) Find a formula for the coefficient of $z$ in the characteristic polynomial of $T$ in terms of $\lambda_{1}, \ldots, \lambda_{n}$. SECTION 10.B Determinant",978-3-319-11079-0
345,10.B,331,,978-3-319-11079-0
345,10.B,4,Suppose $T \in \mathcal{L}(V)$ and $c \in \mathbf{F}$. Prove that $\operatorname{det}(c T)=c^{\operatorname{dim} V} \operatorname{det} T$.,978-3-319-11079-0
345,10.B,5,"Prove or give a counterexample: if $S, T \in \mathcal{L}(V)$, then $\operatorname{det}(S+T)=$ $\operatorname{det} S+\operatorname{det} T$.",978-3-319-11079-0
345,10.B,6,"Suppose $A$ is a block upper-triangular matrix \[ A=\left(\begin{array}{ccc} A_{1} & & * \\ & \ddots & \\ 0 & & A_{m} \end{array}\right), \] where each $A_{j}$ along the diagonal is a square matrix. Prove that \[ \operatorname{det} A=\left(\operatorname{det} A_{1}\right) \cdots\left(\operatorname{det} A_{m}\right) \text {. } \]",978-3-319-11079-0
345,10.B,7,"Suppose $A$ is an $n$-by- $n$ matrix with real entries. Let $S \in \mathcal{L}\left(\mathbf{C}^{n}\right)$ denote the operator on $\mathbf{C}^{n}$ whose matrix equals $A$, and let $T \in \mathcal{L}\left(\mathbf{R}^{n}\right)$ denote the operator on $\mathbf{R}^{n}$ whose matrix equals $A$. Prove that trace $S=\operatorname{trace} T$ and $\operatorname{det} S=\operatorname{det} T$.",978-3-319-11079-0
345,10.B,8,"Suppose $V$ is an inner product space and $T \in \mathcal{L}(V)$. Prove that \[ \operatorname{det} T^{*}=\overline{\operatorname{det} T} \text {. } \]  Use this to prove that $|\operatorname{det} T|=\operatorname{det} \sqrt{T^{*} T}$, giving a different proof than was given in $10.47$.",978-3-319-11079-0
345,10.B,9,Suppose $\Omega$ is an open subset of $\mathbf{R}^{n}$ and $\sigma$ is a function from $\Omega$ to $\mathbf{R}^{n}$. Suppose $x \in \Omega$ and $\sigma$ is differentiable at $x$. Prove that the operator $T \in \mathcal{L}\left(\mathbf{R}^{n}\right)$ satisfying the equation in $10.56$ is unique. [This exercise shows that the notation $\sigma^{\prime}(x)$ is justified.],978-3-319-11079-0
345,10.B,10,Suppose $T \in \mathcal{L}\left(\mathbf{R}^{n}\right)$ and $x \in \mathbf{R}^{n}$. Prove that $T$ is differentiable at $x$ and $T^{\prime}(x)=T$.,978-3-319-11079-0
345,10.B,11,Find a suitable hypothesis on $\sigma$ and then prove $10.57$.,978-3-319-11079-0
345,10.B,12,"Let $a, b, c$ be positive numbers. Find the volume of the ellipsoid \[ \left\{(x, y, z) \in \mathbf{R}^{3}: \frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}+\frac{z^{2}}{c^{2}}<1\right\} \] by finding a set $\Omega \subset \mathbf{R}^{3}$ whose volume you know and an operator $T \in \mathcal{L}\left(\mathbf{R}^{3}\right)$ such that $T(\Omega)$ equals the ellipsoid above.",978-3-319-11079-0
